path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/PrayerDrain.kt,PrayerDrain.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerDrain; drain; getTotalDrainEffect,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/Redemption.kt,Redemption.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Redemption,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/Smite.kt,Smite.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Smite,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active/SoulSplit.kt,SoulSplit.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/active,file,Kotlin,simulation,Kotlin source file under the enclosing module.,SoulSplit; start; stop; usingSoulSplit,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone,bone,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/prayer.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/BoneBurying.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/BoneOffering.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/PrayerAltars.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/BoneBurying.kt,BoneBurying.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BoneBurying,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/BoneOffering.kt,BoneOffering.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone,file,Kotlin,simulation,Kotlin source file under the enclosing module.,BoneOffering; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone/PrayerAltars.kt,PrayerAltars.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/bone,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerAltars; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list,list,fight-caves-RL/game/src/main/kotlin/content/skill/prayer,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/prayer.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/PrayerList.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/PrayerToggle.kt; fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/QuickPrayers.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/PrayerList.kt,PrayerList.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerList,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/PrayerToggle.kt,PrayerToggle.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list,file,Kotlin,simulation,Kotlin source file under the enclosing module.,PrayerToggle; added; removed,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list/QuickPrayers.kt,QuickPrayers.kt,fight-caves-RL/game/src/main/kotlin/content/skill/prayer/list,file,Kotlin,simulation,Kotlin source file under the enclosing module.,QuickPrayers; Player; Player; Player; Player; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged,ranged,fight-caves-RL/game/src/main/kotlin/content/skill,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/Ammo.kt; fight-caves-RL/game/src/main/kotlin/content/skill/ranged/Ranged.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/Ammo.kt,Ammo.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Ammo; required; requiredAmount; remove; exceptions; remove,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/Ranged.kt,Ranged.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Ranged; swing,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo,ammo,fight-caves-RL/game/src/main/kotlin/content/skill/ranged,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/ranged.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo/Ammo.kt; fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo/GodArrows.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo/Ammo.kt,Ammo.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Ammo; checkAmmo; usable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo/GodArrows.kt,GodArrows.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/ammo,file,Kotlin,simulation,Kotlin source file under the enclosing module.,GodArrows,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon,weapon,fight-caves-RL/game/src/main/kotlin/content/skill/ranged,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/ranged.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/Chinchompa.kt; fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/HandCannon.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/Chinchompa.kt,Chinchompa.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon,file,Kotlin,simulation,Kotlin source file under the enclosing module.,Chinchompa; damage,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/HandCannon.kt,HandCannon.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon,file,Kotlin,simulation,Kotlin source file under the enclosing module.,HandCannon; explode,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,special,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon,directory,Directory,simulation,Contains main-source files or resources for fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/DarkBow.kt; fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/DorgeshuunCrossbow.kt; fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/EnchantedBolts.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/DarkBow.kt,DarkBow.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DarkBow; damage; Player,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/DorgeshuunCrossbow.kt,DorgeshuunCrossbow.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,DorgeshuunCrossbow,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/EnchantedBolts.kt,EnchantedBolts.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,EnchantedBolts,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/GodBows.kt,GodBows.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,GodBows; restore,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/MagicLongbow.kt,MagicLongbow.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,MagicLongbow,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/MagicShortbow.kt,MagicShortbow.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,MagicShortbow,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/MorrigansJavelin.kt,MorrigansJavelin.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,MorrigansJavelin; start; tick; stop,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/MorrigansThrowingAxe.kt,MorrigansThrowingAxe.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,MorrigansThrowingAxe,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special/RuneThrowingAxe.kt,RuneThrowingAxe.kt,fight-caves-RL/game/src/main/kotlin/content/skill/ranged/weapon/special,file,Kotlin,simulation,Kotlin source file under the enclosing module.,RuneThrowingAxe; damage,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
